-356810520598,324000000000
-316336974880,279500000000
-276482232609,744500000000
-237568734455,620570000000
-198864645064,005600000000
-160814763525,338960000000
-123695415596,337170000000
-87104314878,744930000000
-51225436202,791510000000
-15977182762,982166000000
18604652192,808480000000
52136687233,107500000000
85619733041,029500000000
118244620576,298890000000
150485804970,151640000000
182123985068,345430000000
210619628024,504940000000
233404720342,678680000000
243323512218,247440000000
229995418112,349880000000
186066885042,552600000000
121240618325,905870000000
57248975687,458690000000
18123874402,289240000000
3134551424,736028000000
72046760,193170700000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
-10000,000000000000
